Country ID,Country,Region ID,Region,State ID,State,Mesoregion ID,Mesoregion,Microregion ID,Microregion,Municipality ID,Municipality,Year,Workers,Empregados total
76,Brasil,3,Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35060,Itapecerica da Serra,3515103,Embu-Guaçu,2016,8485,8485
76,Brasil,3,Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35060,Itapecerica da Serra,3515103,Embu-Guaçu,2017,7735,7735
76,Brasil,3,Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35060,Itapecerica da Serra,3515103,Embu-Guaçu,2018,8239,8239
76,Brasil,3,Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35060,Itapecerica da Serra,3515103,Embu-Guaçu,2019,8320,8320
76,Brasil,3,Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35060,Itapecerica da Serra,3515103,Embu-Guaçu,2020,8154,8154
76,Brasil,3,Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35060,Itapecerica da Serra,3515103,Embu-Guaçu,2021,8069,8069
