Year,Grande Sector ID,Grande Sector,Section ID,Section,Division ID,Division,Number workers
2019,4,Serviços,K,"Atividades Financeiras, De Seguros E Serviços Relacionados",K64,Atividades De Serviços Financeiros,77
2019,4,Serviços,K,"Atividades Financeiras, De Seguros E Serviços Relacionados",K65,"Seguros, Resseguros, Previdência Complementar E Planos De Saúde",1
2019,4,Serviços,K,"Atividades Financeiras, De Seguros E Serviços Relacionados",K66,"Atividades Auxiliares Dos Serviços Financeiros, Seguros, Previdência Complementar E Planos De Saúde",7
2019,4,Serviços,L,Atividades Imobiliárias,L68,Atividades Imobiliárias,1
2019,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M69,"Atividades Jurídicas, De Contabilidade E De Auditoria",109
2019,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M70,Atividades De Sedes De Empresas E De Consultoria Em Gestão Empresarial,0
2019,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M71,"Serviços De Arquitetura E Engenharia, Testes E Análises Técnicas",0
2019,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M73,Publicidade E Pesquisa De Mercado,1
2019,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M74,"Outras Atividades Profissionais, Científicas E Técnicas",1
2019,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M75,Atividades Veterinárias,2
2019,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N77,Aluguéis Não Imobiliários E Gestão De Ativos Intangíveis Não Financeiros,53
2019,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N78,"Seleção, Agenciamento E Locação De Mão De Obra",0
2019,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N79,"Agências De Viagens, Operadores Turísticos E Serviços De Reservas",7
2019,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N80,"Atividades De Vigilância, Segurança E Investigação",2
2019,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N81,Serviços Para Edifícios E Atividades Paisagísticas,97
2019,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N82,"Serviços De Escritório, De Apoio Administrativo E Outros Serviços Prestados Principalmente Às Empresas",84
2019,4,Serviços,P,Educação,P85,Educação,369
2019,4,Serviços,Q,Saúde Humana E Serviços Sociais,Q86,Atividades De Atenção À Saúde Humana,54
2019,4,Serviços,Q,Saúde Humana E Serviços Sociais,Q87,"Atividades De Atenção À Saúde Humana Integradas Com Assistência Social, Prestadas Em Residências Coletivas E Particulares",12
2019,4,Serviços,Q,Saúde Humana E Serviços Sociais,Q88,Serviços De Assistência Social Sem Alojamento,0
2019,4,Serviços,R,"Artes, Cultura, Esporte E Recreação",R90,"Atividades Artísticas, Criativas E De Espetáculos",0
2019,4,Serviços,R,"Artes, Cultura, Esporte E Recreação",R93,Atividades Esportivas E De Recreação E Lazer,133
2019,4,Serviços,S,Outras Atividades De Serviços,S94,Atividades De Organizações Associativas,87
2019,4,Serviços,S,Outras Atividades De Serviços,S95,Reparação E Manutenção De Equipamentos De Informática E Comunicação E De Objetos Pessoais E Domésticos,76
2019,4,Serviços,S,Outras Atividades De Serviços,S96,Outras Atividades De Serviços Pessoais,51
2019,4,Serviços,T,Serviços Domésticos,T97,Serviços Domésticos,0
2019,5,Administração pública,O,"Administração Pública, Defesa E Seguridade Social",O84,"Administração Pública, Defesa E Seguridade Social",1458
2020,1,Agricultura,A,"Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura",A01,"Agricultura, Pecuária E Serviços Relacionados",152
2020,1,Agricultura,A,"Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura",A02,Produção Florestal,7
2020,2,Indústria,B,Indústrias Extrativas,B08,Extração De Minerais Não Metálicos,16
2020,2,Indústria,B,Indústrias Extrativas,B09,Atividades De Apoio À Extração De Minerais,22
2020,2,Indústria,C,Indústrias De Transformação,C10,Fabricação De Produtos Alimentícios,395
2020,2,Indústria,C,Indústrias De Transformação,C13,Fabricação De Produtos Têxteis,3
2020,2,Indústria,C,Indústrias De Transformação,C14,Confecção De Artigos Do Vestuário E Acessórios,47
2020,2,Indústria,C,Indústrias De Transformação,C16,Fabricação De Produtos De Madeira,36
2020,2,Indústria,C,Indústrias De Transformação,C17,"Fabricação De Celulose, Papel E Produtos De Papel",234
2020,2,Indústria,C,Indústrias De Transformação,C18,Impressão E Reprodução De Gravações,5
2020,2,Indústria,C,Indústrias De Transformação,C20,Fabricação De Produtos Químicos,0
2020,2,Indústria,C,Indústrias De Transformação,C21,Fabricação De Produtos Farmoquímicos E Farmacêuticos,568
2020,2,Indústria,C,Indústrias De Transformação,C22,Fabricação De Produtos De Borracha E De Material Plástico,306
2020,2,Indústria,C,Indústrias De Transformação,C23,Fabricação De Produtos De Minerais Não Metálicos,66
2020,2,Indústria,C,Indústrias De Transformação,C24,Metalurgia,0
2020,2,Indústria,C,Indústrias De Transformação,C25,"Fabricação De Produtos De Metal, Exceto Máquinas E Equipamentos",268
2020,2,Indústria,C,Indústrias De Transformação,C26,"Fabricação De Equipamentos De Informática, Produtos Eletrônicos E Ópticos",36
2020,2,Indústria,C,Indústrias De Transformação,C27,"Fabricação De Máquinas, Aparelhos E Materiais Elétricos",373
2020,2,Indústria,C,Indústrias De Transformação,C28,Fabricação De Máquinas E Equipamentos,274
2020,2,Indústria,C,Indústrias De Transformação,C29,"Fabricação De Veículos Automotores, Reboques E Carrocerias",87
2020,2,Indústria,C,Indústrias De Transformação,C31,Fabricação De Móveis,45
2020,2,Indústria,C,Indústrias De Transformação,C32,Fabricação De Produtos Diversos,24
2020,2,Indústria,C,Indústrias De Transformação,C33,"Manutenção, Reparação E Instalação De Máquinas E Equipamentos",16
2020,2,Indústria,E,"Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação",E36,"Captação, Tratamento E Distribuição De Água",8
2020,2,Indústria,E,"Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação",E38,"Coleta, Tratamento E Disposição De Resíduos, Recuperação De Materiais",41
2020,2,Indústria,F,Construção,F41,Construção De Edifícios,158
2020,2,Indústria,F,Construção,F42,Obras De Infraestrutura,9
2020,2,Indústria,F,Construção,F43,Serviços Especializados Para Construção,40
2020,3,Comércio,G,"Comércio, Reparação De Veículos Automotores E Motocicletas",G45,Comércio E Reparação De Veículos Automotores E Motocicletas,103
2020,3,Comércio,G,"Comércio, Reparação De Veículos Automotores E Motocicletas",G46,"Comércio Por Atacado, Exceto Veículos Automotores E Motocicletas",155
2020,3,Comércio,G,"Comércio, Reparação De Veículos Automotores E Motocicletas",G47,Comércio Varejista,1725
2020,4,Serviços,H,"Transporte, armazenagem e correio",H49,Transporte Terrestre,84
2020,4,Serviços,H,"Transporte, armazenagem e correio",H52,Armazenamento E Atividades Auxiliares Dos Transportes,18
2020,4,Serviços,H,"Transporte, armazenagem e correio",H53,Correio E Outras Atividades De Entrega,40
2020,4,Serviços,H,"Transporte, armazenagem e correio",H55,Alojamento,3
2020,4,Serviços,I,Alojamento E Alimentação,I56,Alimentação,114
2020,4,Serviços,J,Informação E Comunicação,J58,Edição E Edição Integrada À Impressão,0
2020,4,Serviços,J,Informação E Comunicação,J59,"Atividades Cinematográficas, Produção De Vídeos E De Programas De Televisão, Gravação De Som E Edição De Música",0
2020,4,Serviços,J,Informação E Comunicação,J61,Telecomunicações,80
2020,4,Serviços,J,Informação E Comunicação,J62,Atividades Dos Serviços De Tecnologia Da Informação,0
2020,4,Serviços,J,Informação E Comunicação,J63,Atividades De Prestação De Serviços De Informação,0
2020,4,Serviços,K,"Atividades Financeiras, De Seguros E Serviços Relacionados",K64,Atividades De Serviços Financeiros,66
2020,4,Serviços,K,"Atividades Financeiras, De Seguros E Serviços Relacionados",K65,"Seguros, Resseguros, Previdência Complementar E Planos De Saúde",1
2020,4,Serviços,K,"Atividades Financeiras, De Seguros E Serviços Relacionados",K66,"Atividades Auxiliares Dos Serviços Financeiros, Seguros, Previdência Complementar E Planos De Saúde",15
2020,4,Serviços,L,Atividades Imobiliárias,L68,Atividades Imobiliárias,0
2020,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M69,"Atividades Jurídicas, De Contabilidade E De Auditoria",111
2020,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M70,Atividades De Sedes De Empresas E De Consultoria Em Gestão Empresarial,0
2020,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M71,"Serviços De Arquitetura E Engenharia, Testes E Análises Técnicas",0
2020,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M73,Publicidade E Pesquisa De Mercado,1
2020,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M74,"Outras Atividades Profissionais, Científicas E Técnicas",0
2020,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M75,Atividades Veterinárias,2
2020,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N77,Aluguéis Não Imobiliários E Gestão De Ativos Intangíveis Não Financeiros,3
2020,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N78,"Seleção, Agenciamento E Locação De Mão De Obra",0
2020,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N79,"Agências De Viagens, Operadores Turísticos E Serviços De Reservas",4
2020,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N80,"Atividades De Vigilância, Segurança E Investigação",2
2020,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N81,Serviços Para Edifícios E Atividades Paisagísticas,71
2020,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N82,"Serviços De Escritório, De Apoio Administrativo E Outros Serviços Prestados Principalmente Às Empresas",44
2020,4,Serviços,P,Educação,P85,Educação,314
2020,4,Serviços,Q,Saúde Humana E Serviços Sociais,Q86,Atividades De Atenção À Saúde Humana,47
2020,4,Serviços,Q,Saúde Humana E Serviços Sociais,Q87,"Atividades De Atenção À Saúde Humana Integradas Com Assistência Social, Prestadas Em Residências Coletivas E Particulares",22
2020,4,Serviços,Q,Saúde Humana E Serviços Sociais,Q88,Serviços De Assistência Social Sem Alojamento,0
2020,4,Serviços,R,"Artes, Cultura, Esporte E Recreação",R90,"Atividades Artísticas, Criativas E De Espetáculos",0
2020,4,Serviços,R,"Artes, Cultura, Esporte E Recreação",R93,Atividades Esportivas E De Recreação E Lazer,121
2020,4,Serviços,S,Outras Atividades De Serviços,S94,Atividades De Organizações Associativas,101
2020,4,Serviços,S,Outras Atividades De Serviços,S95,Reparação E Manutenção De Equipamentos De Informática E Comunicação E De Objetos Pessoais E Domésticos,156
2020,4,Serviços,S,Outras Atividades De Serviços,S96,Outras Atividades De Serviços Pessoais,54
2020,5,Administração pública,O,"Administração Pública, Defesa E Seguridade Social",O84,"Administração Pública, Defesa E Seguridade Social",1461
2021,1,Agricultura,A,"Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura",A01,"Agricultura, Pecuária E Serviços Relacionados",136
2021,1,Agricultura,A,"Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura",A02,Produção Florestal,5
2021,1,Agricultura,A,"Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura",A03,Pesca E Aqüicultura,0
2021,2,Indústria,B,Indústrias Extrativas,B09,Atividades De Apoio À Extração De Minerais,15
2021,2,Indústria,C,Indústrias De Transformação,C10,Fabricação De Produtos Alimentícios,451
2021,2,Indústria,C,Indústrias De Transformação,C13,Fabricação De Produtos Têxteis,1
2021,2,Indústria,C,Indústrias De Transformação,C14,Confecção De Artigos Do Vestuário E Acessórios,35
2021,2,Indústria,C,Indústrias De Transformação,C15,"Preparação De Couros E Fabricação De Artefatos De Couro, Artigos Para Viagem E Calçados",4
2021,2,Indústria,C,Indústrias De Transformação,C16,Fabricação De Produtos De Madeira,41
2021,2,Indústria,C,Indústrias De Transformação,C17,"Fabricação De Celulose, Papel E Produtos De Papel",183
2021,2,Indústria,C,Indústrias De Transformação,C18,Impressão E Reprodução De Gravações,5
2021,2,Indústria,C,Indústrias De Transformação,C20,Fabricação De Produtos Químicos,0
2021,2,Indústria,C,Indústrias De Transformação,C21,Fabricação De Produtos Farmoquímicos E Farmacêuticos,689
2021,2,Indústria,C,Indústrias De Transformação,C22,Fabricação De Produtos De Borracha E De Material Plástico,258
2021,2,Indústria,C,Indústrias De Transformação,C23,Fabricação De Produtos De Minerais Não Metálicos,70
2021,2,Indústria,C,Indústrias De Transformação,C24,Metalurgia,43
2021,2,Indústria,C,Indústrias De Transformação,C25,"Fabricação De Produtos De Metal, Exceto Máquinas E Equipamentos",272
2021,2,Indústria,C,Indústrias De Transformação,C26,"Fabricação De Equipamentos De Informática, Produtos Eletrônicos E Ópticos",41
2021,2,Indústria,C,Indústrias De Transformação,C27,"Fabricação De Máquinas, Aparelhos E Materiais Elétricos",336
2021,2,Indústria,C,Indústrias De Transformação,C28,Fabricação De Máquinas E Equipamentos,302
2021,2,Indústria,C,Indústrias De Transformação,C29,"Fabricação De Veículos Automotores, Reboques E Carrocerias",93
2021,2,Indústria,C,Indústrias De Transformação,C31,Fabricação De Móveis,109
2021,2,Indústria,C,Indústrias De Transformação,C32,Fabricação De Produtos Diversos,26
2021,2,Indústria,C,Indústrias De Transformação,C33,"Manutenção, Reparação E Instalação De Máquinas E Equipamentos",25
2021,2,Indústria,E,"Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação",E36,"Captação, Tratamento E Distribuição De Água",9
2021,2,Indústria,E,"Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação",E37,Esgoto E Atividades Relacionadas,1
2021,2,Indústria,E,"Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação",E38,"Coleta, Tratamento E Disposição De Resíduos, Recuperação De Materiais",45
2021,2,Indústria,F,Construção,F41,Construção De Edifícios,20
2021,2,Indústria,F,Construção,F42,Obras De Infraestrutura,2
2021,2,Indústria,F,Construção,F43,Serviços Especializados Para Construção,49
2021,3,Comércio,G,"Comércio, Reparação De Veículos Automotores E Motocicletas",G45,Comércio E Reparação De Veículos Automotores E Motocicletas,114
2021,3,Comércio,G,"Comércio, Reparação De Veículos Automotores E Motocicletas",G46,"Comércio Por Atacado, Exceto Veículos Automotores E Motocicletas",152
2021,3,Comércio,G,"Comércio, Reparação De Veículos Automotores E Motocicletas",G47,Comércio Varejista,1747
2021,4,Serviços,H,"Transporte, armazenagem e correio",H49,Transporte Terrestre,50
2021,4,Serviços,H,"Transporte, armazenagem e correio",H52,Armazenamento E Atividades Auxiliares Dos Transportes,14
2021,4,Serviços,H,"Transporte, armazenagem e correio",H53,Correio E Outras Atividades De Entrega,37
2021,4,Serviços,H,"Transporte, armazenagem e correio",H55,Alojamento,20
2021,4,Serviços,I,Alojamento E Alimentação,I56,Alimentação,124
2021,4,Serviços,J,Informação E Comunicação,J59,"Atividades Cinematográficas, Produção De Vídeos E De Programas De Televisão, Gravação De Som E Edição De Música",0
2021,4,Serviços,J,Informação E Comunicação,J61,Telecomunicações,102
2021,4,Serviços,J,Informação E Comunicação,J62,Atividades Dos Serviços De Tecnologia Da Informação,3
2021,4,Serviços,K,"Atividades Financeiras, De Seguros E Serviços Relacionados",K64,Atividades De Serviços Financeiros,76
2021,4,Serviços,K,"Atividades Financeiras, De Seguros E Serviços Relacionados",K65,"Seguros, Resseguros, Previdência Complementar E Planos De Saúde",1
2021,4,Serviços,K,"Atividades Financeiras, De Seguros E Serviços Relacionados",K66,"Atividades Auxiliares Dos Serviços Financeiros, Seguros, Previdência Complementar E Planos De Saúde",11
2021,4,Serviços,L,Atividades Imobiliárias,L68,Atividades Imobiliárias,3
2021,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M69,"Atividades Jurídicas, De Contabilidade E De Auditoria",122
2021,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M70,Atividades De Sedes De Empresas E De Consultoria Em Gestão Empresarial,3
2021,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M71,"Serviços De Arquitetura E Engenharia, Testes E Análises Técnicas",1
2021,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M73,Publicidade E Pesquisa De Mercado,1
2021,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M74,"Outras Atividades Profissionais, Científicas E Técnicas",3
2021,4,Serviços,M,"Atividades Profissionais, Científicas E Técnicas",M75,Atividades Veterinárias,1
2021,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N77,Aluguéis Não Imobiliários E Gestão De Ativos Intangíveis Não Financeiros,4
2021,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N78,"Seleção, Agenciamento E Locação De Mão De Obra",0
2021,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N79,"Agências De Viagens, Operadores Turísticos E Serviços De Reservas",2
2021,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N80,"Atividades De Vigilância, Segurança E Investigação",3
2021,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N81,Serviços Para Edifícios E Atividades Paisagísticas,62
2021,4,Serviços,N,Atividades Administrativas E Serviços Complementares,N82,"Serviços De Escritório, De Apoio Administrativo E Outros Serviços Prestados Principalmente Às Empresas",31
2021,4,Serviços,P,Educação,P85,Educação,1647
2021,4,Serviços,Q,Saúde Humana E Serviços Sociais,Q86,Atividades De Atenção À Saúde Humana,54
2021,4,Serviços,Q,Saúde Humana E Serviços Sociais,Q87,"Atividades De Atenção À Saúde Humana Integradas Com Assistência Social, Prestadas Em Residências Coletivas E Particulares",23
2021,4,Serviços,Q,Saúde Humana E Serviços Sociais,Q88,Serviços De Assistência Social Sem Alojamento,0
2021,4,Serviços,R,"Artes, Cultura, Esporte E Recreação",R90,"Atividades Artísticas, Criativas E De Espetáculos",0
2021,4,Serviços,R,"Artes, Cultura, Esporte E Recreação",R93,Atividades Esportivas E De Recreação E Lazer,122
2021,4,Serviços,S,Outras Atividades De Serviços,S94,Atividades De Organizações Associativas,86
2021,4,Serviços,S,Outras Atividades De Serviços,S95,Reparação E Manutenção De Equipamentos De Informática E Comunicação E De Objetos Pessoais E Domésticos,82
2021,4,Serviços,S,Outras Atividades De Serviços,S96,Outras Atividades De Serviços Pessoais,67
2021,4,Serviços,T,Serviços Domésticos,T97,Serviços Domésticos,0
2021,5,Administração pública,O,"Administração Pública, Defesa E Seguridade Social",O84,"Administração Pública, Defesa E Seguridade Social",35
